id,name,ministry,department,description,benefitType,benefitAmount,benefitDescription,minAge,maxAge,gender,maxAnnualIncome,incomeCategoryAllowed,casteCategoryAllowed,employmentTypes,mustBeDisabled,mustBeWidow,mustBeStudent,mustBeFarmer,mustBeSeniorCitizen,mustHaveRationCard,isMinority,documentsRequired,schemeLevel,applicationLink
swavalamban-card-pension-up,Divyang Shadi Protsahan Yojana,Uttar Pradesh Government,Divyangjan Sashaktikaran Department,Incentive for marriage where one or both spouses are disabled,subsidy,35000,One-time incentive of INR 20000 to 35000 for marriage,18,45,any,,,,,true,false,false,false,false,false,false,Disability Certificate|Marriage Certificate|Aadhaar Card,state,https://uphq.up.nic.in/
kanya-vivah-mpp,Mukhya Mantri Kanya Vivah/Nikah Yojana,Madhya Pradesh Government,Social Justice Department,Mass marriage assistance for daughters of poor families,subsidy,51000,""One-time aid for household items and fixed deposit for bride"",18,,female,,BPL,,,false,false,false,false,false,true,false,Aadhaar Card|Samagra ID|Marriage Invitation,state,https://socialjustice.mp.gov.in/
mukhya-mantri-madhu-odisha,Madhu Babu Pension (Disability),Odisha Government,Social Security and Empowerment of PwDs,Financial assistance for persons with 40% or more disability,pension,12000,Monthly pension of INR 1000 for those with disability,5,,any,,BPL|LIG,,,true,false,false,false,false,false,false,Disability Certificate|Aadhaar Card|BPL Card,state,https://ssepd.gov.in/
vahan-tax-subsidy-delhi,Delhi Electric Vehicle Policy,Delhi Government,Transport Department,Subsidy for purchasing electric vehicles in Delhi,subsidy,150000,Subsidy up to 1.5 Lakh on purchase of electric four-wheelers and 30000 for two-wheelers,18,,any,,,,,false,false,false,false,false,false,false,Aadhaar Card|Voter ID|Purchase Invoice|Bank Details,state,https://ev.delhi.gov.in/
pension-artisan-up,Old Age Pension for Artisans,Uttar Pradesh Government,Department of MSME,Pension for traditional artisans who are above 60 years,pension,6000,Monthly pension of INR 500 for registered artisans,60,,any,,,,,false,false,false,false,true,false,false,Artisan ID Card|Age Proof|Aadhaar Card,state,https://diupmsme.upsdc.gov.in/
mukhyamantri-kisan-sahayak,Mukhyamantri Kisan Sahayak (WB),West Bengal Government,Department of Agriculture,Financial assistance to farmers for crop cultivation,subsidy,10000,INR 10000 per acre per year to farmers and sharecroppers,,,any,,,,,farmer,false,false,false,true,false,false,false,Land Records|Aadhaar Card|Bank Passbook,state,https://matirkatha.gov.in/
swasthya-sathi-card-wb,Swasthya Sathi Health Insurance,West Bengal Government,,Cashless health insurance for citizens of West Bengal,healthcare,500000,Coverage of 5 Lakh per family per year including pre-existing diseases,,,any,,,,,false,false,false,false,false,false,false,Aadhaar Card|Ration Card|Family Declaration,state,https://swasthyasathi.gov.in/
yuvashree-arpan,Yuvashree Arpan,West Bengal Government,Department of MSME,Financial support for youth to set up small industries,loan,100000,One-time grant of 1 Lakh for 50000 ITI/Polytechnic passed youth,18,45,any,,,,,false,false,false,false,false,false,false,Educational Proof|Business Plan|Aadhaar Card,state,https://employmentbankwb.gov.in/
pension-freedom-fighter,Freedom Fighter Pension Scheme,Ministry of Home Affairs,Freedom Fighters and Rehabilitation Division,Social security for freedom fighters and their eligible dependents,pension,30000,Monthly pension of INR 25000 to 30000 plus DA,,,any,,,,,false,false,false,false,false,false,false,FF Certificate|Identity Proof|Bank Account,central,https://mha.gov.in/en/divisionofmha/freedom-fighters-and-rehabilitation-division
national-beekeeping-honey,National Beekeeping and Honey Mission (NBHM),Ministry of Agriculture and Farmers Welfare,,Promotion of scientific beekeeping and honey production,subsidy,,Financial support for bee boxes equipment and training,,,any,,,,,farmer,false,false,false,true,false,false,false,Farmer Registration|Aadhaar Card|Training Proof,central,https://nbb.gov.in/
krishi-kalyan-abhiyan,Krishi Kalyan Abhiyan,Ministry of Agriculture and Farmers Welfare,,Improving farm income in 112 aspirational districts,subsidy,,Distribution of soil health cards mini-kits and training,,,any,,,,,farmer,false,false,false,true,false,false,false,Farmer ID|Aadhaar Card|Mandi Proof,central,https://agriwelfare.gov.in/
pm-matsya-kisan,""PM Matsya Kisan Samridhi Sah-Yojana"",Ministry of Fisheries Animal Husbandry and Dairying,,Formalization of the unorganized fisheries sector,other,,Registration of fishers and insurance coverage support,18,,any,,,,,false,false,false,false,false,false,false,Fisher ID|Aadhaar Card|Bank Details,central,https://pmmsy.dof.gov.in/
integrated-child-development,""Integrated Child Development Services (ICDS)"",Ministry of Women and Child Development,,Providing nutritional and educational support to children and mothers,healthcare,,Supplementary nutrition preschool education and healthcare,0,6,any,,,,,false,false,true,false,false,false,false,Birth Certificate|Aadhaar Card of Parent,central,https://wcd.nic.in/schemes/icds
shakti-vatsalya,Mission Vatsalya,Ministry of Women and Child Development,,Child protection and welfare services for children in distress,other,,Institutional and non-institutional support for children,0,18,any,,,,,false,false,true,false,false,false,false,Aadhaar Card|Birth Certificate,central,https://wcd.nic.in/mission-vatsalya
mission-shakti,Mission Shakti,Ministry of Women and Child Development,,Integrated women empowerment program including Sambal and Samarthya,other,,Support for safety security and empowerment of women,18,,female,,,,,false,false,false,false,false,false,false,Aadhaar Card|Residence Proof,central,https://wcd.nic.in/mission-shakti
pm-ajay,""Pradhan Mantri Anusuchit Jaati Abhyuday Yojana"",Ministry of Social Justice and Empowerment,,Socio-economic development of Scheduled Castes,other,,Infrastructure development and income generation for SC families,,,any,,,,,false,false,false,false,false,false,false,SC Certificate|Aadhaar Card|Income Proof,central,https://socialjustice.gov.in/
pm-pranam,""PM PRANAM (Restoration of Earth)"",Ministry of Chemicals and Fertilizers,Department of Fertilizers,Promotion of alternative fertilizers and balanced use of chemical fertilizers,subsidy,,Grants to states for promotion of bio-fertilizers,,,any,,,,,farmer,false,false,false,true,false,false,false,N/A - State Incentive,central,https://fert.nic.in/
pm-devine,""PM-DevINE (North East)"",Ministry of Development of North Eastern Region,,Infrastructure and social development projects in North East India,other,,Funding for projects based on felt needs of the region,,,any,,,,,false,false,false,false,false,false,false,N/A - Regional Scheme,central,https://mdoner.gov.in/
gram-ujala-scheme,Gram Ujala Scheme,Ministry of Power,CESL,Providing high quality LED bulbs at affordable prices in rural areas,subsidy,10,""LED bulbs for INR 10 each in exchange for incandescent bulbs"",,,any,,,,,false,false,false,false,false,false,false,Aadhaar Card|Old Bulbs,central,https://powermin.gov.in/
ujala-yojana,UJALA Scheme,Ministry of Power,EESL,Distribution of LED bulbs tubes and fans at subsidized rates,subsidy,70,Energy efficient appliances at lower than market rates,,,any,,,,,false,false,false,false,false,false,false,Electricity Bill|Aadhaar Card,central,https://www.ujala.gov.in/
pm-kusum,PM-KUSUM Scheme,Ministry of New and Renewable Energy,,Providing solar pumps and grid connected solar power to farmers,subsidy,,60% subsidy for solar pumps and income from surplus power,18,,any,,,,,farmer,false,false,false,true,false,false,false,Land Records|Aadhaar Card|Bank Details,central,https://pmkusum.mnre.gov.in/
saubhagya-yojana,Pradhan Mantri Sahaj Bijli Har Ghar Yojana,Ministry of Power,,Providing electricity connections to all un-electrified households,other,,Free electricity connections to BPL families,,,any,,BPL,,,false,false,false,false,false,true,false,Ration Card|Aadhaar Card|Voter ID,central,https://saubhagya.gov.in/
pm-janman,""Pradhan Mantri Janjati Adivasi Nyaya Maha Abhiyan"",Ministry of Tribal Affairs,,Welfare of Particularly Vulnerable Tribal Groups (PVTGs),other,,Housing education health and livelihood saturation for PVTGs,,,any,,,,,false,false,false,false,false,false,false,ST Certificate|Aadhaar Card,central,https://tribal.nic.in/
atal-bhujal-yojana,Atal Bhujal Yojana (ABY),Ministry of Jal Shakti,Department of Water Resources,Sustainable groundwater management through community participation,other,,Community-led water security plans and efficient irrigation,,,any,,,,,farmer,false,false,false,true,false,false,false,N/A - Community Scheme,central,https://ataljal.mowr.gov.in/
namami-gange,Namami Gange Programme,Ministry of Jal Shakti,National Mission for Clean Ganga,Integrated conservation mission for river Ganga,other,,Sewerage treatment river-front development and biodiversity conservation,,,any,,,,,false,false,false,false,false,false,false,N/A - Environmental Scheme,central,https://nmcg.nic.in/
digital-india-mission,Digital India Mission,Ministry of Electronics and Information Technology,,Transforming India into a digitally empowered society and knowledge economy,other,,Access to digital services infrastructure and literacy,,,any,,,,,false,false,false,false,false,false,false,N/A - Digital Framework,central,https://www.digitalindia.gov.in/
gold-monetization-scheme,Gold Monetization Scheme,Ministry of Finance,Department of Economic Affairs,Mobilizing idle gold held by households and institutions,other,,Interest on gold deposits (2.25% to 2.50%) and tax benefits,18,,any,,,,,false,false,false,false,false,false,false,Aadhaar Card|PAN Card|Gold Quality Certificate,central,https://www.rbi.org.in/scripts/BS_ViewMasCirculardetails.aspx?id=9995
sovereign-gold-bond,Sovereign Gold Bond Scheme,Ministry of Finance,Department of Economic Affairs,Government securities denominated in grams of gold as alternative to physical gold,other,,Interest of 2.5% per annum and capital gains tax exemption,18,,any,,,,,false,false,false,false,false,false,false,Aadhaar Card|PAN Card|Bank Account,central,https://www.rbi.org.in/scripts/BS_ViewMasCirculardetails.aspx?id=12114
pm-svanidhi-loan,PM SVANidhi (Loan),Ministry of Housing and Urban Affairs,,Micro-credit facility for street vendors,loan,50000,Interest subsidy of 7% per annum on timely repayment,18,,any,,,,,false,false,false,false,false,false,false,Vending Certificate|Aadhaar Card|Voter ID,central,https://pmsvanidhi.mohua.gov.in/
pm-usp-special-scholarship,PM-USP Special Scholarship for J&K and Ladakh,Ministry of Education,AICTE,Scholarships for students of J&K and Ladakh for studies outside the region,scholarship,300000,""Full tuition fee and maintenance allowance up to 3 Lakh"",18,25,any,800000,,,,false,false,true,false,false,false,false,Domicile Certificate|Income Certificate|Marksheet|Aadhaar,central,https://www.aicte-india.org/pmsss
swayam-courses,SWAYAM Online Courses,Ministry of Education,,Online education platform for various courses from school to PG,other,,Free access to high quality video lectures and e-content,13,,any,,,,,false,false,true,false,false,false,false,N/A - Enrollment Based,central,https://swayam.gov.in/
diksha-portal,DIKSHA Portal,Ministry of Education,,Digital infrastructure for knowledge sharing among teachers and students,other,,Free access to QR-coded textbooks and digital learning material,6,,any,,,,,false,false,true,false,false,false,false,N/A - Open Access,central,https://diksha.gov.in/
pension-for-disabled-delhi,Financial Assistance for Disability (Delhi),Delhi Government,Social Welfare Department,Monthly aid to persons with disabilities in Delhi,pension,30000,Monthly assistance of INR 2500 for those with 40% or more disability,,,any,100000,,,,true,false,false,false,false,false,false,Disability Certificate|Residence Proof|Aadhaar Card,state,https://edistrict.delhigovt.nic.in/
pension-for-widow-delhi,Financial Assistance for Widows (Delhi),Delhi Government,Department of Women and Child Development,Financial aid for widows in distress,pension,30000,Monthly allowance of INR 2500 for widows and destitute women,18,,female,100000,,,,false,true,false,false,false,false,false,Death Certificate of Husband|Income Certificate|Aadhaar Card,state,https://edistrict.delhigovt.nic.in/
up-shramik-cyclone-yojana,UP Bicycle Sahayata Yojana,Uttar Pradesh Government,Labour Department,Financial aid for construction workers to purchase cycles,subsidy,3000,One-time subsidy of INR 3000 for purchasing a cycle,18,60,any,,,,,false,false,false,false,false,false,false,Labour Card|Aadhaar Card|Bank Passbook,state,https://upbocw.in/
up-shramik-midday-meal,UP Shramik Mid Day Meal,Uttar Pradesh Government,Labour Department,Nutritious meals for construction workers at worksites,healthcare,,Meals provided at INR 5 per plate at selected worksites,,,any,,,,,false,false,false,false,false,false,false,Labour Card|Aadhaar Card,state,https://upbocw.in/
kerala-vijayamritham,Vijayamritham Scheme,Kerala Government,Social Justice Department,Cash award for disabled students who secured high marks,scholarship,10000,One-time cash prize of INR 8000 to 10000 for academic excellence,18,,any,,,,,true,false,true,false,false,false,false,Disability Certificate|Marksheet|Aadhaar Card,state,https://swd.kerala.gov.in/
kerala-sahaya-hastham,Sahaya Hastham (Single Women),Kerala Government,Social Justice Department,Financial assistance to single women/unmarried women above 50,subsidy,12000,One-time financial aid of INR 10000 to 12000,50,65,female,,BPL,,,false,false,false,false,false,true,false,BPL Card|Unmarried Certificate|Aadhaar Card,state,https://swd.kerala.gov.in/
pension-for-widow-punjab,Widow Pension (Punjab),Punjab Government,Social Security and Women and Child Development,Social security for widows in Punjab,pension,18000,Monthly pension of INR 1500,18,,female,60000,,,,false,true,false,false,false,false,false,Death Certificate of Husband|Income Certificate|Aadhaar Card,state,https://sswcd.punjab.gov.in/
pension-for-disabled-punjab,Disabled Pension (Punjab),Punjab Government,Social Security and Women and Child Development,Assistance to persons with disabilities in Punjab,pension,18000,Monthly pension of INR 1500 for those with 40% or more disability,,,any,60000,,,,true,false,false,false,false,false,false,Disability Certificate|Income Certificate|Aadhaar Card,state,https://sswcd.punjab.gov.in/
up-kanya-vidya-dhan,Kanya Vidya Dhan Yojana,Uttar Pradesh Government,Education Department,Scholarship for meritorious girl students from poor families,scholarship,30000,One-time scholarship of INR 30000 for pursuing higher education,17,19,female,46080,,,,false,false,true,false,false,false,false,12th Marksheet|Income Certificate|Aadhaar Card,state,https://up.gov.in/
mukhyamantri-kanya-vivah-cg,Mukhyamantri Kanya Vivah Yojana (CG),Chhattisgarh Government,Women and Child Development,Financial aid for marriage of girls from poor families,subsidy,50000,""One-time aid of 50000 including household gifts"",18,,female,,BPL,,,false,false,false,false,false,true,false,Aadhaar Card|BPL Card|Marriage Invitation,state,https://cgstate.gov.in/
pension-old-age-bihar,Mukhyamantri Vridhjan Pension Yojana,Bihar Government,Social Welfare Department,Monthly pension for all senior citizens above 60 years,pension,6000,Monthly pension of INR 400 for age 60-79 and 500 for age 80+,60,,any,,,,,false,false,false,false,true,false,false,Age Proof|Aadhaar Card|Bank Details,state,https://sspmis.bihar.gov.in/
pension-widow-bihar,Laxmi Bai Social Security Pension,Bihar Government,Social Welfare Department,Pension for widows in Bihar,pension,4800,Monthly pension of INR 400 for widows above 18 years,18,,female,60000,BPL,,,false,true,false,false,false,true,false,Death Certificate of Husband|BPL Card|Aadhaar Card,state,https://socialwelfare.bihar.gov.in/
parivarik-labh-up,National Family Benefit Scheme (UP),Uttar Pradesh Government,Social Welfare Department,Financial help on the death of the primary breadwinner,subsidy,30000,One-time assistance of INR 30000 to the bereaved family,18,60,any,56460,BPL,,,false,false,false,false,false,true,false,Death Certificate|Income Certificate|Aadhaar Card,state,https://nfbs.upsdc.gov.in/
pension-to-destitute-up,Pati ki Mrityuoparant Nirashrit Mahila Pension,Uttar Pradesh Government,,Pension for women whose husbands have died,pension,12000,Monthly pension of INR 1000 for destitute widows,18,,female,200000,,,,false,true,false,false,false,false,false,Death Certificate of Husband|Aadhaar Card|Income Certificate,state,https://sspy-up.gov.in/
up-viklang-shadi-hetu,UP Viklang Shadi Protsahan,Uttar Pradesh Government,Divyangjan Sashaktikaran Department,Incentive for marriage of persons with disabilities,subsidy,35000,Financial incentive for marriage of disabled persons,18,45,any,,,,,true,false,false,false,false,false,false,Disability Certificate|Marriage Certificate|Aadhaar Card,state,https://uphq.up.nic.in/
telangana-asara-old-age,Asara Pension (Old Age),Telangana Government,,Pension for elderly residents of Telangana,pension,24192,Monthly pension of INR 2016 for those above 57 years,57,,any,,BPL,,,false,false,false,false,true,true,false,Aadhaar Card|Age Proof|Ration Card,state,https://www.aasara.telangana.gov.in/
telangana-asara-widow,Asara Pension (Widow),Telangana Government,,Monthly financial aid to widows in Telangana,pension,24192,Monthly pension of INR 2016 for widows,18,,female,,BPL,,,false,true,false,false,false,true,false,Death Certificate of Husband|Aadhaar Card|Ration Card,state,https://www.aasara.telangana.gov.in/
ap-cheyutha,YSR Cheyutha Scheme,Andhra Pradesh Government,,Financial assistance to women from SC/ST/BC/Minority communities,subsidy,75000,""INR 75000 over 4 years (18750 per year) for livelihood"",45,60,female,,BPL|SC|ST|OBC|Minority,,,false,false,false,false,false,true,false,Caste Certificate|Aadhaar Card|Ration Card,state,https://navasakam.ap.gov.in/
ap-kapu-nestham,YSR Kapu Nestham,Andhra Pradesh Government,,Financial assistance to Kapu women for livelihood,subsidy,75000,""INR 15000 per year for 5 years for women from Kapu community"",45,60,female,,BPL,,,false,false,false,false,false,true,false,Caste Certificate|Aadhaar Card|Ration Card,state,https://navasakam.ap.gov.in/
ap-netanna-nestham,YSR Netanna Nestham,Andhra Pradesh Government,,Financial aid to handloom weaver families,subsidy,24000,Annual financial assistance of INR 24000 to every weaver family,18,,any,,BPL,,,false,false,false,false,false,true,false,Weaver ID|Aadhaar Card|Bank Account,state,https://navasakam.ap.gov.in/
pension-for-disabled-kerala,Indira Gandhi National Disability Pension (Kerala),Kerala Government,,Pension for persons with more than 80% disability,pension,19200,Monthly pension of INR 1600,18,,any,,BPL,,,true,false,false,false,false,true,false,Disability Certificate|BPL Card|Aadhaar Card,state,https://socialsecuritypension.kerala.gov.in/
pension-old-age-tn,Old Age Pension (Tamil Nadu),Tamil Nadu Government,Social Security Schemes,Financial support for senior citizens in Tamil Nadu,pension,12000,Monthly pension of INR 1000 for those above 60 years,60,,any,,BPL,,,false,false,false,false,true,true,false,Age Proof|Aadhaar Card|Ration Card,state,https://edistricts.tn.gov.in/
pension-widow-tn,Widow Pension (Tamil Nadu),Tamil Nadu Government,Social Security Schemes,Financial help for widows in Tamil Nadu,pension,12000,Monthly pension of INR 1000 for widows,18,,female,,BPL,,,false,true,false,false,false,true,false,Death Certificate of Husband|Aadhaar Card|Ration Card,state,https://edistricts.tn.gov.in/
pension-disabled-tn,Disabled Pension (Tamil Nadu),Tamil Nadu Government,Social Security Schemes,Assistance for persons with disabilities in Tamil Nadu,pension,12000,Monthly pension of INR 1000 for those with 40% or more disability,,,any,,BPL,,,true,false,false,false,false,true,false,Disability Certificate|Aadhaar Card|Ration Card,state,https://edistricts.tn.gov.in/
swavalamban-card-odisha,Bhim Bhoi Bhinnaksyama Samarthya Abhiyan,Odisha Government,,Identification and assistance to persons with disabilities,other,,Distribution of aids appliances and disability certificates,,,any,,,,,true,false,false,false,false,false,false,Medical Documents|Aadhaar Card|Photograph,state,https://ssepd.gov.in/
mukhya-mantri-sikho-kamao,Mukhya Mantri Sikho Kamao Yojana,Madhya Pradesh Government,,Skill training and internship for unemployed youth,employment,120000,""Monthly stipend of 8000 to 10000 during training"",18,29,any,,,,,false,false,true,false,false,false,false,Marksheet|Aadhaar Card|Samagra ID,state,https://mmsky.mp.gov.in/
up-mukhyamantri-kanya-vivah,UP Mukhyamantri Kanya Vivah Yojana,Uttar Pradesh Government,Social Welfare Department,Mass marriage scheme for daughters of poor families,subsidy,51000,""Direct assistance of 35000 for the girl and 10000 for materials"",18,,female,,BPL,,,false,false,false,false,false,true,false,Aadhaar Card|BPL Card|Marriage Card,state,https://shadianudan.upsdc.gov.in/
mukhya-mantri-kalakar,Mukhya Mantri Kalakar Sahayata Yojana,Odisha Government,Culture Department,Financial assistance for elderly and indigent artists,pension,14400,Monthly pension of INR 1200 for artists,60,,any,,,,,false,false,false,false,true,false,false,Artist Certificate|Age Proof|Aadhaar Card,state,https://culture.odisha.gov.in/
up-nirmata-shramik-chikitsa,UP Nirmata Shramik Chikitsa Sahayata,Uttar Pradesh Government,Labour Department,Medical assistance for construction workers and their families,healthcare,3000,Annual medical assistance of INR 3000 to registered workers,18,60,any,,,,,false,false,false,false,false,false,false,Labour Card|Aadhaar Card|Bank Passbook,state,https://upbocw.in/
up-matritva-shishu-hitlabh,UP Matritva Shishu evam Balika Madad,Uttar Pradesh Government,Labour Department,Financial assistance for pregnant workers and newborn girls,subsidy,25000,""Lump sum for birth of girl (25k) or boy (20k) to registered workers"",18,45,female,,,,,false,false,false,false,false,false,false,Labour Card|Birth Certificate|Aadhaar Card,state,https://upbocw.in/
kerala-aswasakiranam,Aswasakiranam Scheme,Kerala Government,Social Justice Department,Financial assistance to caregivers of bedridden patients,subsidy,7200,Monthly assistance of INR 600 to caregivers,18,,any,,BPL,,,false,false,false,false,false,true,false,Medical Certificate of Patient|Aadhaar Card|Bank Passbook,state,https://swd.kerala.gov.in/
kerala-snehasparsham,Snehasparsham Scheme,Kerala Government,Social Justice Department,Financial assistance for unwed mothers from tribal/vulnerable groups,subsidy,24000,Monthly assistance of INR 2000 for unwed mothers,18,,female,,BPL,,,false,false,false,false,false,true,false,BPL Card|Community Certificate|Aadhaar Card,state,https://swd.kerala.gov.in/
up-gopalan-yojana,UP Mukhyamantri Destitute Cow Participation,Uttar Pradesh Government,Animal Husbandry Department,Financial support for farmers taking care of stray cattle,subsidy,10800,Assistance of INR 30 per day (900 per month) per cow,18,,any,,,,,farmer,false,false,false,true,false,false,false,Bank Account|Aadhaar Card|Cow Tagging Proof,state,https://up.gov.in/
punjab-mai-bhago-shakti,Mai Bhago Istri Shakti (Punjab),Punjab Government,Department of Cooperation,Women empowerment through cooperative societies,loan,50000,Interest-free loans for micro-enterprises to women groups,18,,female,,,,,false,false,false,false,false,false,false,Group ID|Aadhaar Card|Bank Account,state,https://punjab.gov.in/
pension-for-divyang-bihar,Bihar Rajya Nishakta Pension,Bihar Government,,Pension for persons with more than 40% disability,pension,4800,Monthly pension of INR 400,1,,any,,BPL,,,true,false,false,false,false,true,false,Disability Certificate|Aadhaar Card|BPL Card,state,https://sspmis.bihar.gov.in/
mukhya-mantri-shilp-anudan,Mukhya Mantri Shilp Sahayata Anudan,Bihar Government,,Subsidy for tools to artisans in Bihar,subsidy,20000,Direct cash for tools to traditional artisans,18,60,any,,,,,false,false,false,false,false,false,false,Artisan ID|Aadhaar Card|Income Proof,state,https://industries.bih.nic.in/
up-vishwakarma-shram-samman,Vishwakarma Shram Samman Yojana,Uttar Pradesh Government,Department of MSME,Training and toolkit for traditional artisans,other,20000,Free 6-day training and toolkit worth up to 20000,18,,any,,,,,false,false,false,false,false,false,false,Artisan Proof|Aadhaar Card|Bank Passbook,state,https://diupmsme.upsdc.gov.in/
up-one-district-one-product,ODOP Margin Money Scheme,Uttar Pradesh Government,Department of MSME,Subsidy for entrepreneurs in the ODOP sector,subsidy,2000000,""Margin money subsidy of 25% (up to 20 Lakh) of project cost"",18,,any,,,,,false,false,false,false,false,false,false,Project Report|Aadhaar Card|PAN Card|Bank Account,state,https://odopup.in/
up-skill-development-mission,UP Skill Development Mission (UPSDM),Uttar Pradesh Government,Department of Vocational Education and Skill Development,Employment linked skill training for youth,employment,,Free skill training and placement support in multiple sectors,14,35,any,,,,,false,false,false,false,false,false,false,Educational Proof|Aadhaar Card|Photograph,state,https://upsdm.gov.in/
ladli-behna-awaas,Ladli Behna Awaas Yojana,Madhya Pradesh Government,Department of Rural Development,Housing for women who were left out of PMAY,housing,120000,Financial assistance for construction of pucca houses,21,60,female,,BPL,,,false,false,false,false,false,true,false,Aadhaar Card|Samagra ID|BPL ID,state,https://cmladlibehna.mp.gov.in/
pension-vridha-mp,MP Old Age Pension Scheme,Madhya Pradesh Government,Social Justice Department,Financial aid for senior citizens in MP,pension,7200,Monthly pension of INR 600,60,,any,,BPL,,,false,false,false,false,true,true,false,Age Proof|Aadhaar Card|BPL Card,state,https://socialjustice.mp.gov.in/
pension-widow-mp,MP Widow Pension Scheme,Madhya Pradesh Government,Social Justice Department,Monthly financial aid for widows in MP,pension,7200,Monthly pension of INR 600,18,,female,,BPL,,,false,true,false,false,false,true,false,Death Certificate of Husband|Aadhaar Card|BPL Card,state,https://socialjustice.mp.gov.in/
pension-disabled-mp,MP Disability Pension Scheme,Madhya Pradesh Government,Social Justice Department,Assistance for disabled residents of MP,pension,7200,Monthly pension of INR 600 for 40%+ disability,6,,any,,BPL,,,true,false,false,false,false,true,false,Disability Certificate|Aadhaar Card|BPL Card,state,https://socialjustice.mp.gov.in/
gruha-lakshmi-scheme-kar,Gruha Lakshmi Scheme (Karnataka),Karnataka Government,Women and Child Development,Monthly assistance to woman head of the family,subsidy,24000,Monthly financial assistance of INR 2000,18,,female,,BPL|LIG,,,false,false,false,false,false,true,false,Ration Card|Aadhaar Card|Bank Passbook,state,https://sevasindhugs.karnataka.gov.in/
shakti-free-travel-kar,Shakti Scheme (Free Bus Travel),Karnataka Government,Transport Department,Free travel for women in state road transport buses,other,,Free travel across Karnataka in non-luxury state buses,,,female,,,,,false,false,false,false,false,false,false,Shakti Smart Card|Aadhaar Card,state,https://sevasindhu.karnataka.gov.in/
yuva-nidhi-scheme-kar,Yuva Nidhi Scheme,Karnataka Government,Higher Education Department,Unemployment allowance for graduates and diploma holders,subsidy,36000,""Monthly allowance of 3000 for graduates and 1500 for diploma holders"",18,28,any,,,,,false,false,true,false,false,false,false,Degree Certificate|Marksheet|Aadhaar Card|Employment Bank ID,state,https://sevasindhugs.karnataka.gov.in/
anna-bhagya-scheme,Anna Bhagya Scheme,Karnataka Government,Food and Civil Supplies,Provision of rice or cash in lieu of rice to BPL families,subsidy,,5 kg rice and cash of INR 170 per person per month,,,any,,BPL|AAY,,,false,false,false,false,false,true,false,Ration Card|Aadhaar Card|Bank Passbook,state,https://ahara.kar.nic.in/
mukhya-mantri-vridhjan-bihar,Mukhyamantri Vridhjan Pension (Bihar),Bihar Government,Social Welfare Department,Universal pension for all senior citizens above 60,pension,4800,Monthly pension of INR 400 (60-79 years) and INR 500 (80+ years),60,,any,,,,,false,false,false,false,true,false,false,Age Proof|Aadhaar Card|Bank Passbook,state,https://sspmis.bihar.gov.in/
mukhya-mantri-kanya-vivah-mp,Mukhyamantri Kanya Vivah Yojana (MP),Madhya Pradesh Government,Social Justice Department,Financial help for mass marriages,subsidy,51000,""INR 49000 as aid and 2000 for mass marriage expenses"",18,,female,,BPL,,,false,false,false,false,false,true,false,Samagra ID|Aadhaar Card|Marriage Card,state,https://socialjustice.mp.gov.in/
yashaswini-kar,Yashaswini Health Insurance,Karnataka Government,Department of Cooperation,Health scheme for members of cooperative societies,healthcare,500000,Cashless medical services in network hospitals,,,any,,,,,false,false,false,false,false,false,false,Cooperative Society ID|Aadhaar Card,state,https://sahakara.kar.gov.in/
bhagya-jyothi-kar,Bhagya Jyothi Scheme,Karnataka Government,,Providing electricity connections to rural poor households,other,,Free electricity connections and monthly 40 units free,,,any,,BPL,,,false,false,false,false,false,true,false,BPL Card|Aadhaar Card,state,https://bescom.karnataka.gov.in/
mukhyamantri-kisan-sahay-gu,Mukhyamantri Kisan Sahay Yojana (Gujarat),Gujarat Government,Department of Agriculture,Crop assistance to farmers for natural calamities,subsidy,,Compensation of 20000 to 25000 per hectare for crop loss,18,,any,,,,,farmer,false,false,false,true,false,false,false,Land Records|Aadhaar Card|Farmer ID,state,https://ikhedut.gujarat.gov.in/
mukhya-mantri-maitri-sikkim,Mukhyamantri Maitri Yojana (Sikkim),Sikkim Government,,Assistance for single and unmarried women,subsidy,24000,Monthly financial assistance of INR 2000,18,,female,,BPL,,,false,false,false,false,false,true,false,BPL Card|Unmarried Certificate|Aadhaar Card,state,https://sikkim.gov.in/
pension-for-disabled-assam,Deen Dayal Divyangjan Sahajya Scheme,Assam Government,Social Welfare Department,Assistance to persons with disabilities,pension,12000,Monthly pension of INR 1000,1,,any,,BPL,,,true,false,false,false,false,true,false,Disability Certificate|Aadhaar Card|BPL Card,state,https://socialwelfare.assam.gov.in/
pension-for-widow-assam,Indira Miri Universal Widow Pension,Assam Government,Social Welfare Department,Lump sum and monthly pension for widows,pension,25000,""One-time grant of 25000 and monthly pension of 300"",18,,female,,,,,false,true,false,false,false,false,false,Death Certificate of Husband|Aadhaar Card|Bank Passbook,state,https://socialwelfare.assam.gov.in/
mukhyamantri-paryatan-sahayata,Mukhyamantri Paryatan Sahayata Yojana (UP),Uttar Pradesh Government,Tourism Department,Financial help for developing home-stays and tourism units,subsidy,1000000,Interest subsidy on loans for tourism infrastructure projects,18,,any,,,,,false,false,false,false,false,false,false,Project Plan|Aadhaar Card|Land Details,state,https://uptourism.gov.in/
